PLN-MM/YY,Sales_Doc.,Item,V,Loaded_line,New_Plan,Sold_to_party,Country_Key,Destination,Material,CUST_THICKNESS,CUST_WIDTH,KS_GRADE01,ZINC01,Remain_GRF,Destination,Creation,CBE$,BM$
202401,35005758,20,3500575820,GI,2024 Jan,E0217,Kenya,Export,GCRF,0.35,120,DX51D,100,25,Africa,CFR,3650,3650
202312,30079742,10,3007974210,CR,2024 Jan,L0233,Egypt,Local,CRNF,1.6,724,DC06,,55,Large Corporate,EXW,2010,3066
202312,30079742,20,3007974220,CR,2024 Jan,L0233,Egypt,Local,CRRF,0.8,574,DC05,,55,Large Corporate,,2490,1992
202312,30079742,30,3007974230,CR,2024 Jan,L0233,Egypt,,CRRF,,,DC05,,55,Large Corporate,EXW,2290,3066
202311,30079653,10,3007965310,GI,2024 Jan,L0203,Egypt,Local,GCCF,0.7,1250,DX51D,275,120,Corporate,EXW,2030,3524
202302,30068599,10,3006859910,pp,2024 Jan,L0270,Egypt,Local,POSF,0.5,769.5,,100,10,Large Corporate,CPT,2630,4479
202310,30079225,10,3007922510,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,617,DX51D,60,8.67,Large Corporate,CPT,2630,4119
202310,30079225,80,3007922580,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,695,DX51D,60,9.825,Large Corporate,CPT,2630,4119
202309,30078767,170,30078767170,pp,2024 Jan,L0073,Egypt,Local,POSF,0.5,627,DX51D,60,2,Large Corporate,CPT,2630,4119
202309,30078767,180,30078767180,pp,2024 Jan,L0073,Egypt,Local,POSF,0.5,747,DX51D,60,2,Large Corporate,,2230,4119
202309,30078767,120,30078767120,pp,2024 Jan,L0073,Egypt,Local,POSF,0.5,627,DX51D,60,2,Large Corporate,CPT,2630,4119
202309,30078767,140,30078767140,pp,2024 Jan,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,2,Large Corporate,CPT,2630,4119
202401,35005775,10,3500577510,GI,2024 Jan,E0022,Uganda,Export,GCCF,0.4,1200,DX51D,120,500,Africa,CFR,3050,3050
202307,35005477,50,3500547750,CR,2024 Jan,E0118,Slovenia,Export,CRRF,0.3,55.8,DC04,,50,Europe,CFR,3370,3370
202307,35005477,60,3500547760,CR,2024 Jan,E0118,Slovenia,Export,CRRF,0.35,55.8,DC04,,22.215,Europe,CFR,3370,3370
202307,35005477,70,3500547770,CR,2024 Jan,E0118,Slovenia,Export,CRRF,0.4,55.8,DC04,,39.85,Europe,CFR,3170,3170
202312,30081541,10,3008154110,CR,2024 Jan,L0056,Egypt,Local,CRSF,1.6,1250,DC01,,0.21,Corporate,CPT,2370,2211
202303,30070702,30,3007070230,GI,2024 Jan,L0164,Egypt,Local,GCCF,0.8,1250,DX51D,275,14.61,Projects,EXW,1950,2966
202303,30070702,10,3007070210,GI,2024 Jan,L0164,Egypt,Local,GCCF,0.55,1250,DX51D,275,26.82,Projects,EXW,1950,3194
202401,30082102,10,3008210210,GI,2024 Jan,L0119,Egypt,Local,GHSF,2,1250,DX51D,110,36,Corporate,CPT,2290,3476
202401,30082102,20,3008210220,GI,2024 Jan,L0119,Egypt,Local,GHSF,2,1250,DX51D,110,40,Corporate,CPT,2290,3476
202401,30081454,10,3008145410,GI,2024 Jan,L0100,Egypt,Local,GCCF,0.7,1250,DX51D,275,20,Service Center,EXW,1830,2447
202401,30081454,20,3008145420,GI,2024 Jan,L0100,Egypt,Local,GCCF,0.8,1250,DX51D,275,20,Service Center,EXW,1830,2408
202401,30081454,30,3008145430,GI,2024 Jan,L0100,Egypt,Local,GCCF,1.2,,DX51D,275,60,Service Center,EXW,1830,2284
202312,30081634,10,3008163410,PP,2024 Jan,L0149,Egypt,Local,POCF,0.7,,DX51D,275,7.37,High Tech industries,EXW,2090,4943
202311,30079211,20,3007921120,GI,2024 Jan,L0270,Egypt,Local,GCSF,0.6,734.8,DX51D,100,15,Large Corporate,CPT,2490,3995
202311,30079736,10,3007973610,PP,2024 Jan,L0077,Egypt,Local,PORF,0.45,130,DX52D,100,18,Large Corporate,EXW,2550,4128
202311,30079736,20,3007973620,PP,2024 Jan,L0077,Egypt,Local,PORF,0.45,388,DX52D,100,2,Large Corporate,EXW,2550,4128
202401,35005718,10,3500571810,CR,2024 Jan,E0176,Senegal,Export,CRCF,0.45,1000,DC01,,100,Africa,CFR,3130,3130
202401,35005718,30,3500571830,CR,2024 Jan,E0176,Senegal,Export,CRCF,0.5,,DC01,,75,Africa,CFR,3130,3130
202401,35005718,40,3500571840,CR,2024 Jan,E0176,Senegal,Export,CRCF,0.7,1000,DC01,,25,Africa,CFR,3130,3130
202401,35005718,50,3500571850,CR,2024 Jan,E0176,Senegal,Export,CRCF,0.8,1000,DC01,,25,Africa,CFR,3130,3130
202401,35005718,20,3500571820,CR,2024 Jan,E0176,Senegal,Export,CRCF,0.45,1250,DC01,,104.77,Africa,CFR,3130,3130
202401,35005787,10,3500578710,BS,2024 Jan,E0032,Morocco,Export,ABCF,0.9,1250,BSQH,,250,Middle East,CFR,2370,2370
202401,35005787,20,3500578720,BS,2024 Jan,E0032,Morocco,Export,ABCF,0.9,1000,BSQH,,250,Middle East,,2210,2210
202311,35005637,10,3500563710,GI,2024 Jan,E0062,Algeria,Export,GCRF,0.44,61,DX51D,60,35.88,Middle East,CFR,2830,2830
202311,35005637,60,3500563760,GI,2024 Jan,E0062,Algeria,Export,GCRF,0.9,62,DX51D,80,15,Middle East,CFR,2830,2830
202311,35005637,20,3500563720,GI,2024 Jan,E0062,Algeria,Export,GCRF,0.44,93,DX51D,80,85,Middle East,CFR,2830,2830
202311,35005637,30,3500563730,GI,2024 Jan,E0062,Algeria,Export,GCRF,0.44,117,DX51D,80,50,Middle East,CFR,2830,2830
202311,35005637,40,3500563740,GI,2024 Jan,E0062,Algeria,Export,GCRF,0.38,93,DX51D,80,75,Middle East,CFR,2830,2830
202311,35005637,50,3500563750,GI,2024 Jan,E0062,Algeria,Export,GCRF,0.38,58,DX51D,80,50,Middle East,,2670,2670
202402,35005779,10,3500577910,BS,2024 Jan,E0143,Morocco,Export,ABCF,0.9,1250,BSQH,,600,Middle East,CFR,2370,2370
202402,35005779,20,3500577920,BS,2024 Jan,E0143,Morocco,Export,ABCF,0.9,,BSQH,,100,Middle East,CFR,2370,2370
202402,35005779,30,3500577930,BS,2024 Jan,E0143,Morocco,Export,ABCF,1.15,1000,BSQH,,200,Middle East,CFR,2370,2370
202402,35005779,40,3500577940,BS,2024 Jan,E0143,Morocco,Export,ABCF,1.15,1250,BSQH,,600,Middle East,CFR,2370,2370
202310,30079969,10,3007996910,CR,2024 Jan,L0152,Egypt,Local,CRSF,2,1250,DC01,,11.96,High Tech industries,,1890,3089
202312,30082217,10,3008221710,GI,2024 Jan,L0125,Egypt,Local,GCPF,2,1250,DX51D,275,8.35,Projects,EXW,2150,5062
202312,30081804,10,3008180410,PP,2024 Jan,L0009,Egypt,Local,PLGF,0.55,1250,DX51D,60,32,Projects,EXW,2290,1832
202401,35005792,10,3500579210,GI,2024 Jan,E0046,Kenya,Export,GCCF,1,1219,DX51D,120,13,Africa,CFR,3050,3050
202401,35005792,20,3500579220,GI,2024 Jan,E0046,Kenya,Export,GCCF,1.2,1219,DX51D,120,12,Africa,CFR,3050,3050
202401,35005792,40,3500579240,GI,2024 Jan,E0046,Kenya,Export,GCCF,1.8,1219,DX51D,120,12,Africa,CFR,2850,2850
202401,30081962,10,3008196210,CR,2024 Jan,L0270,Egypt,Local,CRCF,2,1250,DC03,,100,Large Corporate,CPT,2110,3469
202310,30078478,20,3007847820,PP,2024 Jan,L0270,Egypt,Local,PORF,0.7,310,DX51D,100,6,Large Corporate,CPT,2770,3936
202310,30078478,10,3007847810,PP,2024 Jan,L0270,Egypt,Local,PORF,0.7,314,DX51D,100,7.14,Large Corporate,,2370,4604
202212,30065864,40,3006586440,CR,2024 Jan,L0276,Egypt,Local,CRRF,1.2,132,DC03,,8.955,KAMA Service Center,EXW,2230,3213
202401,35005736,20,3500573620,GI,2024 Jan,E0007,Saudi Arabia,Export,GCCF,1.8,1070,S350GD,275,50,Middle East,CFR,2610,2610
202401,35005736,30,3500573630,GI,2024 Jan,E0007,Saudi Arabia,Export,GHCF,2,1219,S350GD,275,100,Middle East,CFR,2610,2610
202401,35005736,40,3500573640,GI,2024 Jan,E0007,Saudi Arabia,Export,GHCF,2,1070,S350GD,275,100,Middle East,CFR,2610,2610
202401,35005736,50,3500573650,GI,2024 Jan,E0007,Saudi Arabia,,GHCF,,1219,S350GD,275,50,Middle East,CFR,2610,2610
202401,35005736,60,3500573660,GI,2024 Jan,E0007,Saudi Arabia,Export,GHCF,2.5,1070,S350GD,275,50,Middle East,CFR,2610,2610
202401,35005736,70,3500573670,GI,2024 Jan,E0007,Saudi Arabia,Export,GHCF,3,1219,S350GD,275,75,Middle East,CFR,2610,2610
202401,35005736,80,3500573680,GI,2024 Jan,E0007,Saudi Arabia,Export,GHCF,,1070,S350GD,275,75,Middle East,CFR,2610,2610
202401,35005790,10,3500579010,GI,2024 Jan,E0129,Reunion,Export,GCCF,0.75,1000,DX51D,200,25,Africa,CFR,3050,3050
202312,35005678,40,3500567840,CR,2024 Jan,E0118,Slovenia,Export,CRRF,0.4,40.5,DC04,,5.235,Europe,CFR,3170,3170
202312,35005678,50,3500567850,CR,2024 Jan,E0118,Slovenia,Export,CRRF,0.6,40.5,DC04,,50,Europe,CFR,3170,3170
202312,35005678,10,3500567810,CR,2024 Jan,E0118,Slovenia,Export,CRRF,0.3,55.8,DC04,,65.385,Europe,CFR,3370,3370
202402,30081983,10,3008198310,CR,2024 Jan,L0089,Egypt,Local,CRCF,0.47,1000,DC01,,60,Service Center,EXW,1710,3403
202402,30081983,20,3008198320,CR,2024 Jan,L0089,Egypt,Local,CRCF,0.47,1250,DC01,,80,Service Center,EXW,1710,3394
202402,30081983,30,3008198330,CR,2024 Jan,L0089,Egypt,Local,CRCF,0.74,1219,DC01,,400,Service Center,EXW,1710,3394
202402,30081983,40,3008198340,CR,2024 Jan,L0089,Egypt,Local,CRCF,1.2,1000,DC01,,40,Service Center,EXW,1710,3403
202402,30081983,50,3008198350,CR,2024 Jan,L0089,Egypt,Local,CRCF,1.2,1250,DC01,,60,Service Center,EXW,1710,3394
202402,30081983,60,3008198360,CR,2024 Jan,L0089,Egypt,Local,CRCF,1.5,1250,DC01,,60,Service Center,EXW,1510,3394
202311,30080252,30,3008025230,GI,2024 Jan,L0043,Egypt,Local,GCCF,0.35,1220,DX52D,80,10,Corporate,CPT,2610,3277
202311,30080252,40,3008025240,GI,2024 Jan,L0043,Egypt,Local,GCCF,0.4,1250,DX54D,110,30,Corporate,CPT,2410,3396
202401,30082030,10,3008203010,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,617,DX51D,60,69,Large Corporate,CPT,2630,4654
202401,30082030,20,3008203020,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,23,Large Corporate,CPT,2630,4654
202401,30082030,30,3008203030,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,11,Large Corporate,CPT,2630,4654
202401,30082030,50,3008203050,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,9,Large Corporate,CPT,2630,2104
202401,30082030,60,3008203060,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,4,Large Corporate,CPT,2630,4654
202401,30082030,70,3008203070,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,665,DX51D,60,28,Large Corporate,,2230,4654
202401,30082030,80,3008203080,PP,2024 Jan,L0073,Egypt,,POSF,0.5,759,DX51D,60,9,Large Corporate,CPT,2630,4654
202401,30082030,90,3008203090,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,759,DX51D,60,5,Large Corporate,,2230,4654
202401,30082030,120,30082030120,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,665,DX51D,60,22,Large Corporate,,2230,4654
202401,30082030,150,30082030150,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,759,DX51D,60,2,Large Corporate,CPT,2630,4654
202401,30082030,160,30082030160,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,759,DX51D,60,4,Large Corporate,CPT,2630,4654
202401,30082030,170,30082030170,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,645,DX51D,60,18,Large Corporate,CPT,2630,4654
202401,30082030,180,30082030180,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,9,Large Corporate,CPT,2630,4654
202401,30082030,190,30082030190,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,695,DX51D,60,75,Large Corporate,CPT,2630,4654
202401,30082030,200,30082030200,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,759,DX51D,60,28,Large Corporate,CPT,2630,4654
202401,30082030,210,30082030210,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,759,DX51D,60,15,Large Corporate,CPT,2630,4654
202401,30082030,220,30082030220,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,695,DX51D,60,41,Large Corporate,CPT,2630,4654
202401,30082030,250,30082030250,PP,2024 Jan,L0073,Egypt,Local,POSF,,695,DX51D,60,69,Large Corporate,CPT,2430,4654
202401,30082030,260,30082030260,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,724.5,DX51D,60,55,Large Corporate,CPT,2630,4654
202401,30082030,280,30082030280,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,14,Large Corporate,CPT,2630,4654
202401,30082030,290,30082030290,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,8,Large Corporate,CPT,2630,4654
202401,30082030,300,30082030300,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,661,DX51D,60,9,Large Corporate,CPT,2630,4654
202401,30082030,310,30082030310,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,731,DX51D,60,4,Large Corporate,CPT,2630,4654
202401,30082030,320,30082030320,PP,2024 Jan,L0073,Egypt,Local,POSF,,661,DX51D,60,10,Large Corporate,CPT,2430,4654
202401,30082030,40,3008203040,PP,2024 Jan,L0073,Egypt,Local,POSF,,625,DX51D,60,27,Large Corporate,CPT,2430,4654
202401,30082030,100,30082030100,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,624,DX51D,60,5,Large Corporate,CPT,2630,4654
202401,30082030,110,30082030110,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,624,DX51D,60,3,Large Corporate,CPT,2630,4654
202401,30082030,130,30082030130,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,624,DX51D,60,3,Large Corporate,CPT,2630,4654
202401,30082030,140,30082030140,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,624,DX51D,60,3,Large Corporate,CPT,2630,4654
202401,30082030,230,30082030230,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,624,DX51D,60,17,Large Corporate,CPT,2630,4654
202401,30082030,240,30082030240,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,624,DX51D,60,10,Large Corporate,CPT,2630,4654
202401,30082030,270,30082030270,PP,2024 Jan,L0073,Egypt,Local,POSF,0.5,,DX51D,60,50,Large Corporate,CPT,2630,4654
202310,30079922,20,3007992220,PP,2024 Jan,L0142,Egypt,Local,POCF,0.5,1250,DX51D,120,50,Projects,EXW,1890,3872
202312,30079775,120,30079775120,GI,2024 Jan,L0217,Egypt,Local,GHCF,2,1000,DX51D,60,40,Service Center,EXW,1430,1901
202312,30079775,130,30079775130,GI,2024 Jan,L0217,Egypt,Local,GHCF,2,1250,DX51D,60,60,Service Center,EXW,1430,1888
202312,30079775,10,3007977510,GI,2024 Jan,L0217,Egypt,Local,GCCF,0.7,1250,DX51D,60,29.04,Service Center,,1630,2048
202312,30079775,60,3007977560,GI,2024 Jan,L0217,Egypt,Local,GHCF,3,1000,DX51D,60,50,Service Center,EXW,1430,1901
202312,30079775,90,3007977590,GI,2024 Jan,L0217,Egypt,Local,GHCF,,1250,DX51D,275,60,Service Center,,1630,1304
202311,30081451,20,3008145120,GI,2024 Jan,L0269,Egypt,,GCCF,1.2,1250,DX51D,60,10,Corporate,EXW,1830,2084
202312,30079688,10,3007968810,GI,2024 Jan,L0040,Egypt,Local,GCCF,0.5,1000,DX51D,60,15,Stocking and Distrib,EXW,1630,2212
202312,30079688,30,3007968830,GI,2024 Jan,L0040,Egypt,Local,GCCF,0.7,1000,DX51D,60,15,Stocking and Distrib,EXW,1630,2188
202312,30079688,40,3007968840,GI,2024 Jan,L0040,Egypt,Local,GCCF,0.8,1250,DX51D,60,15,Stocking and Distrib,EXW,1630,2165
202312,30079688,50,3007968850,GI,2024 Jan,L0040,Egypt,Local,GCCF,1,,DX51D,60,15,Stocking and Distrib,EXW,1630,2156
202312,30079688,60,3007968860,GI,2024 Jan,L0040,Egypt,Local,GCCF,1.25,,DX51D,60,15,Stocking and Distrib,EXW,1430,2165
202310,30079734,10,3007973410,GI,2024 Jan,L0039,Egypt,Local,GCPF,0.7,1250,DX51D,275,7.385,Projects,EXW,2350,4613
202310,30079734,20,3007973420,GI,2024 Jan,L0039,Egypt,Local,GCPF,0.8,1250,DX51D,275,7.53,Projects,EXW,2350,4613
202310,30079734,30,3007973430,GI,2024 Jan,L0039,Egypt,Local,GCPF,1,1250,DX51D,275,7.41,Projects,EXW,2350,4613
202310,30079734,40,3007973440,GI,2024 Jan,L0039,Egypt,Local,GCPF,1.2,1250,,275,5,Projects,EXW,2350,4613
202312,30081852,10,3008185210,GI,2024 Jan,L0190,Egypt,Local,GCPF,0.7,1250,,275,28.77,Projects,EXW,2350,4613
202312,30081852,40,3008185240,GI,2024 Jan,L0190,Egypt,Local,GCPF,1.2,1250,DX51D,275,31.13,Projects,EXW,2350,4613
202312,30081852,50,3008185250,GI,2024 Jan,L0190,Egypt,Local,GCPF,1.5,1250,DX51D,275,9.01,Projects,EXW,2150,4613
202312,30081852,20,3008185220,GI,2024 Jan,L0190,Egypt,Local,GCPF,0.8,1250,DX51D,275,24.35,Projects,,2350,4613
202312,30081852,30,3008185230,GI,2024 Jan,L0190,Egypt,Local,GCPF,1,1250,DX51D,275,24.3,Projects,EXW,2350,4613
202312,35005747,20,3500574720,BS,2024 Jan,E0160,Morocco,Export,ABCF,1.15,1250,BSQH,,159.19,Middle East,CFR,2370,2370
202312,35005747,30,3500574730,BS,2024 Jan,E0160,Morocco,Export,ABCF,1.5,1250,BSQH,,179.96,Middle East,CFR,2170,2170
202312,30081861,10,3008186110,PP,2024 Jan,L0052,Egypt,Local,POGF,,1250,DX51D,180,33.365,Projects,EXW,2090,1226
202312,30080169,30,3008016930,PP,2024 Jan,L0270,Egypt,Local,PONF,0.5,680,DX51D,100,53.87,Large Corporate,CPT,2490,4851
202312,30081042,60,3008104260,PP,2024 Jan,L0270,Egypt,Local,POSF,0.5,683,DX51D,100,6,Large Corporate,CPT,2630,4128
202312,30081042,70,3008104270,PP,2024 Jan,L0270,Egypt,Local,POSF,0.5,683,DX51D,100,6,Large Corporate,CPT,2630,4128
202312,30081042,30,3008104230,PP,2024 Jan,L0270,Egypt,Local,PONF,0.5,655,DX51D,100,25,Large Corporate,CPT,2490,1992
202312,30081042,40,3008104240,PP,2024 Jan,L0270,Egypt,Local,PONF,0.5,680,DX51D,100,40,Large Corporate,CPT,2490,3927
202312,30081042,10,3008104210,PP,2024 Jan,L0270,Egypt,Local,PONF,0.5,604,DX51D,100,72.02,Large Corporate,,2090,5076
202312,30081042,50,3008104250,PP,2024 Jan,L0270,Egypt,Local,PONF,0.5,733,DX51D,100,37.61,Large Corporate,CPT,2490,5076
202311,30080357,10,3008035710,CR,2024 Jan,L0270,Egypt,Local,CRRF,0.6,174.7,DC03,,58.93,Large Corporate,CPT,2710,3579
202312,30081054,20,3008105420,PP,2024 Jan,L0270,Egypt,Local,PORF,0.4,578,DX51D,100,60,Large Corporate,CPT,2770,4046
202312,30081054,30,3008105430,PP,2024 Jan,L0270,Egypt,Local,PORF,0.4,588,DX51D,100,11,Large Corporate,CPT,2770,4046
202312,30081054,40,3008105440,PP,2024 Jan,L0270,Egypt,Local,PONF,0.4,737.5,DX51D,100,53,Large Corporate,CPT,2490,4046
202312,30081054,50,3008105450,PP,2024 Jan,L0270,Egypt,Local,PONF,0.4,835,DX51D,100,20,Large Corporate,CPT,2490,4046
202312,30081054,10,3008105410,PP,2024 Jan,L0270,Egypt,Local,PONF,0.4,810.5,DX51D,100,50,Large Corporate,CPT,2490,5230
202401,30081740,80,3008174080,GI,2024 Jan,L0219,Egypt,Local,GCCF,1.2,,DX51D,275,5.41,Stocking and Distrib,EXW,1830,3987
202401,30081740,30,3008174030,GI,2024 Jan,L0219,Egypt,Local,GCCF,0.5,1000,DX51D,60,20,Stocking and Distrib,EXW,1630,3719
202401,30081740,40,3008174040,GI,2024 Jan,L0219,Egypt,Local,GCCF,0.6,1000,DX51D,60,20,Stocking and Distrib,EXW,1630,3698
202401,30081151,10,3008115110,CR,2024 Jan,L0285,Egypt,Local,CRSF,1,1250,DC01,,50,High Tech industries,CPT,2490,3200
202401,30081151,20,3008115120,CR,2024 Jan,L0285,Egypt,Local,CRSF,1,1250,DC01,,50,High Tech industries,CPT,2490,3200
202401,30081151,30,3008115130,CR,2024 Jan,L0285,Egypt,Local,CRSF,1,1250,DC01,,50,High Tech industries,CPT,2490,3200
202401,30081995,10,3008199510,CR,2024 Jan,L0191,Egypt,Local,CRNF,0.94,915,DC01,,300,Large Corporate,CPT,2430,3588
202401,30081995,20,3008199520,CR,2024 Jan,L0191,Egypt,Local,CRCF,0.94,1000,DC01,,300,Large Corporate,CPT,2310,3588
202401,30081995,30,3008199530,CR,2024 Jan,L0191,Egypt,Local,CRCF,0.94,1291,DC01,,150,Large Corporate,CPT,2310,3588
202401,30081995,40,3008199540,CR,2024 Jan,L0191,Egypt,Local,CRCF,0.75,,DC01,,200,Large Corporate,CPT,2310,3588
202401,30081995,50,3008199550,GI,2024 Jan,L0191,Egypt,Local,GCSF,0.5,1175,DX51D,150,50,Large Corporate,CPT,2490,4128
202401,30081995,60,3008199560,GI,2024 Jan,L0191,Egypt,Local,GCSF,0.5,1250,DX51D,150,50,Large Corporate,CPT,2490,4128
202312,30081553,10,3008155310,CR,2024 Jan,L0300,Egypt,Local,CRRF,0.5,229.5,M1050-50D,,112.92,Large Corporate,CPT,2890,3725
202401,35005757,10,3500575710,BS,2024 Jan,E0160,Morocco,Export,ABCF,1.15,1250,BSQH,,500,Middle East,CFR,2370,2370
202401,35005757,20,3500575720,BS,2024 Jan,E0160,Morocco,Export,ABCF,1.5,1250,BSQH,,500,Middle East,CFR,2170,2170
202312,30081194,10,3008119410,PP,2024 Jan,L0244,Egypt,Local,POCF,,1250,DX51D,180,225,Corporate,EXW,1770,2529
202401,30082099,30,3008209930,GI,2024 Jan,L0309,Egypt,Local,GCCF,1,1250,DX51D,275,25,Corporate,CPT,2430,2381
202401,30082099,10,3008209910,GI,2024 Jan,L0309,Egypt,Local,GCCF,0.7,1250,DX51D,275,65,Corporate,CPT,2430,2511
202401,30082099,20,3008209920,GI,2024 Jan,L0309,Egypt,Local,GCCF,0.8,1250,DX51D,275,65,Corporate,CPT,2430,2473
202401,30082099,40,3008209940,GI,2024 Jan,L0309,Egypt,Local,GCCF,1.2,1250,DX51D,275,45,Corporate,CPT,2430,1944
202310,30078803,10,3007880310,CR,2024 Jan,L0302,Egypt,Local,CRSF,0.8,1250,DC06,,20,High Tech industries,EXW,2270,3254
202310,30078803,20,3007880320,CR,2024 Jan,L0302,Egypt,Local,CRSF,,1150,DC05,,10,High Tech industries,EXW,2070,3236
202310,35005641,90,3500564190,GI,2024 Jan,E0006,Syria,Export,GCCF,0.3,1000,DX51D,80,21.55,Middle East,FOB,2310,2310
202310,35005641,100,35005641100,GI,2024 Jan,E0006,Syria,Export,GCCF,0.33,1000,DX51D,80,21.74,Middle East,FOB,2310,2310
202310,35005641,10,3500564110,CR,2024 Jan,E0006,Syria,Export,CRCF,0.4,1000,DC01,-,8.42,Middle East,FOB,2190,2190
202310,35005641,140,35005641140,GI,2024 Jan,E0006,Syria,Export,GCSF,1.2,1000,DX51D,80,61.99,Middle East,FOB,2370,2370
202310,35005641,110,35005641110,GI,2024 Jan,E0006,Syria,Export,GCCF,0.38,1000,DX51D,80,19.07,Middle East,,2270,2270
202310,35005641,130,35005641130,GI,2024 Jan,E0006,Syria,Export,GCSF,1,1000,DX51D,80,16.3,Middle East,FOB,2370,2370
202310,35005641,220,35005641220,CR,2024 Jan,E0006,Syria,Export,CRCF,0.6,1000,DC01,-,80,Middle East,FOB,2190,2190
202310,35005641,150,35005641150,GI,2024 Jan,E0006,Syria,Export,GCSF,1.4,1000,DX51D,80,47.78,Middle East,FOB,2170,2170
202401,35005712,10,3500571210,GI,2024 Jan,E0163,Algeria,,GCCF,0.4,1000,DX51D,80,200,Europe,CFR,2510,2510
202401,35005712,20,3500571220,GI,2024 Jan,E0163,Algeria,Export,GCCF,0.45,1000,DX51D,80,300,Europe,CFR,2510,2510
202401,35005712,30,3500571230,GI,2024 Jan,E0163,Algeria,Export,GCCF,0.5,1000,DX51D,80,100,Europe,CFR,2510,2510
202401,35005712,40,3500571240,GI,2024 Jan,E0163,Algeria,Export,GCCF,0.68,,DX51D,80,200,Europe,CFR,2510,2510
202401,35005712,50,3500571250,GI,2024 Jan,E0163,Algeria,Export,GCCF,0.78,1000,DX51D,80,150,Europe,CFR,2510,2510
202401,35005712,60,3500571260,GI,2024 Jan,E0163,Algeria,Export,GCCF,0.85,1000,DX51D,80,100,Europe,CFR,2510,2510
202401,35005712,70,3500571270,GI,2024 Jan,E0163,Algeria,Export,GCCF,0.85,1250,DX51D,80,100,Europe,CFR,2510,2510
202401,35005712,80,3500571280,GI,2024 Jan,E0163,Algeria,Export,GCCF,0.95,1000,DX51D,80,150,Europe,CFR,2510,2510
202401,35005712,90,3500571290,GI,2024 Jan,E0163,Algeria,Export,GCCF,0.95,1250,DX51D,80,150,Europe,CFR,2510,2510
202401,35005712,100,35005712100,GI,2024 Jan,E0163,Algeria,Export,GCCF,1.18,1000,DX51D,80,100,Europe,CFR,2510,2510
202401,35005712,110,35005712110,GI,2024 Jan,E0163,Algeria,Export,GCCF,1.18,1250,DX51D,80,100,Europe,CFR,2510,2510
202401,35005712,120,35005712120,GI,2024 Jan,E0163,Algeria,Export,GCCF,1.38,1000,DX51D,80,100,Europe,CFR,2310,2310
202401,35005712,130,35005712130,GI,2024 Jan,E0163,Algeria,Export,GCCF,1.38,1250,DX51D,80,100,Europe,CFR,2310,2310
202401,35005712,140,35005712140,GI,2024 Jan,E0163,Algeria,Export,GCCF,1.48,1000,DX51D,80,100,Europe,CFR,2310,2310
202401,35005712,150,35005712150,GI,2024 Jan,E0163,Algeria,Export,GCCF,1.48,1250,DX51D,80,100,Europe,CFR,2310,2310
202401,35005712,160,35005712160,GI,2024 Jan,E0163,Algeria,Export,GHCF,,1000,,80,200,Europe,CFR,2310,2310
202401,35005712,170,35005712170,GI,2024 Jan,E0163,Algeria,Export,GHCF,1.95,1250,DX51D,80,200,Europe,CFR,2310,2310
202401,35005712,180,35005712180,GI,2024 Jan,E0163,Algeria,Export,GHCF,2.4,1250,DX51D,80,200,Europe,CFR,2310,2310
202401,35005712,190,35005712190,GI,2024 Jan,E0163,Algeria,Export,GHCF,2.9,1250,DX51D,80,200,Europe,CFR,2310,2310
202401,35005712,200,35005712200,GI,2024 Jan,E0163,Algeria,Export,GCCF,0.85,1090,DX51D,80,200,Europe,CFR,2510,2510
202401,35005712,210,35005712210,GI,2024 Jan,E0163,Algeria,Export,GCCF,0.95,1090,DX51D,80,300,Europe,CFR,2510,2510
